dimension,node,component,value
F4,158,0,0.6632
F4,158,1,0.5346
F4,159,0,0.6626
F4,159,1,0.4793
F4,62,0,0.6935
F4,62,1,0.8214
F4,160,0,0.6631
F4,160,1,0.5062
F4,161,0,0.6626
F4,161,1,0.5273
F4,162,0,0.6626
F4,162,1,0.5556
F4,61,0,0.6936
F4,61,1,0.7218
F4,163,0,0.6631
F4,163,1,0.5462
F4,164,0,0.6626
F4,164,1,0.5199
F4,165,0,0.6639
F4,165,1,0.5124
F4,166,0,0.6652
F4,166,1,0.7242
F4,105,0,0.6771
F4,105,1,0.5452
F4,60,0,0.6943
F4,60,1,0.5652
F4,167,0,0.6652
F4,167,1,0.7769
F4,0,0,0.6654
F4,0,1,0.6851
F4,1,0,0.6637
F4,1,1,0.7213
F4,2,0,0.6790
F4,2,1,0.5926
F4,59,0,0.6935
F4,59,1,0.6873
F4,3,0,0.6788
F4,3,1,0.8061
F4,4,0,0.6775
F4,4,1,0.7299
F4,5,0,0.6789
F4,5,1,0.7661
F4,6,0,0.6790
F4,6,1,0.7839
F4,7,0,0.6789
F4,7,1,0.7295
F4,58,0,0.6936
F4,58,1,0.6868
F4,8,0,0.6790
F4,8,1,0.8085
F4,9,0,0.6780
F4,9,1,0.4934
F4,57,0,0.6936
F4,57,1,0.5732
F4,10,0,0.6822
F4,10,1,0.6881
F4,56,0,0.6963
F4,56,1,0.7119
F4,11,0,0.6937
F4,11,1,0.6894
F4,55,0,0.6935
F4,55,1,0.7617
F4,54,0,0.6934
F4,54,1,0.7561
F4,53,0,0.6934
F4,53,1,0.7801
F4,12,0,0.6938
F4,12,1,0.5583
F4,52,0,0.6962
F4,52,1,0.7999
F4,51,0,0.6962
F4,51,1,0.8325
F4,13,0,0.6942
F4,13,1,0.5598
F4,50,0,0.6935
F4,50,1,0.7511
F4,49,0,0.6935
F4,49,1,0.7481
F4,48,0,0.6948
F4,48,1,0.7347
F4,14,0,0.6946
F4,14,1,0.7439
F4,47,0,0.6976
F4,47,1,0.7679
F4,46,0,0.6935
F4,46,1,0.7984
F4,45,0,0.6941
F4,45,1,0.6983
F4,44,0,0.6935
F4,44,1,0.7397
F4,15,0,0.6936
F4,15,1,0.6461
F4,43,0,0.6941
F4,43,1,0.7773
F4,42,0,0.6940
F4,42,1,0.6398
F4,16,0,0.6925
F4,16,1,0.7824
F4,41,0,0.6936
F4,41,1,0.7286
F4,17,0,0.6934
F4,17,1,0.8273
F4,18,0,0.6935
F4,18,1,0.7538
F4,40,0,0.6934
F4,40,1,0.8149
F4,19,0,0.6967
F4,19,1,0.7478
F4,39,0,0.6941
F4,39,1,0.7382
F4,20,0,0.6943
F4,20,1,0.5860
